Key,English,Russian
jz_SteelFrameWedgeTip,"Steel Frame Wedge Tip","Наконечник клина стальной рамы"
jz_SteelFrameWedgeTipCNRFullBottom,"Steel Frame Wedge Tip CNR Full Bottom","Стальной каркас с клиновидным наконечником CNR Полное дно"
jz_SteelFrameWedgeTipCNRFullTop,"Steel Frame Wedge Tip CNR Full Top","Стальной каркас с клиновым наконечником CNR Full Top"
jz_SteelFrameWedgeTipStairs,"Steel Frame Wedge Tip Stairs","Лестница с клиновым наконечником из стального каркаса"
jz_SteelFrameVariantHelper,"Steel Frame Variants","Варианты стального каркаса"
jz_DryingRack,"Drying Rack","Сушилка"
dryingRackDesc,"A simple workstation used for drying Skins, Firewood and creating Seeds from crops.","Простая рабочая станция, используемая для сушки шкур, дров и создания семян из сельскохозяйственных культур."
jz_StoneMill,"Stone Mill","Каменная мельница"
StoneMillDesc,"Large flat stones used to grind objects into powder.","Большие плоские камни используются для измельчения предметов в порошок."
jz_ResearchDesk,"Research Desk","Стол для исследований"
ResearchDeskDesc,"A workstation used to reverse engineer unknown crafting schematics","Рабочая станция, используемая для перепроектирования неизвестных схем крафта"
jz_SteelForge,"Steel Forge","Стальная кузница"
blastFurnaceDesc,"A large forge capable of temperatures high enough to smelt Steel and create advanced glass","Большая кузница, способная нагреваться до достаточно высоких температур, чтобы плавить сталь и создавать современное стекло."
jz_MortarAndPestle,"Mortar & Pestle","Ступка и пестик"
MortarAndPestle1Desc,"A small stone workstation that can be placed and used to grind chemicals and medical items. It can also be used as a tool in the Chemistry Station","Небольшая рабочая станция для камня, которую можно разместить и использовать для измельчения химических веществ и медицинских изделий. Его также можно использовать как инструмент на Химической станции."
jz_Anvil,"Anvil","Наковальня"
jz_AnvilDesc,"A basic workstation that can be placed and used for beating metal into shape. It can also be used as a tool in the Armor Table, Forge and Steel Forge","Базовое рабочее место, которое можно разместить и использовать для придания формы металлу. Его также можно использовать как инструмент в Столе бронника, Кузнице и Стальной Кузнице."
jz_FermentationBarrel,"Fermentation Barrel","Бочка для брожения"
jz_FermentationBarrelDesc,"A simple workstation used to ferment beer and mead.","Простая рабочая станция для брожения пива и медовухи."
jz_MethaneProducer,"Methane Producer","Производитель метана"
jz_MethaneProducerDesc,"A homemade system for capturing methane from rotting material. Can refill old propane tanks to use as bombs.","Самодельная система улавливания метана из гниющего материала. Можно заправлять старые баллоны с пропаном для использования в качестве бомб."
jz_ArmorTable,"Armor Table","Стол бронника"
armorTableDesc,"A workstation for crafting all types of clothing and armor.\n\nCrafted on the Workbench","Рабочая станция для создания всех видов одежды и доспехов. \n\nСоздается на верстаке"
jz_MethaneTankBomb,"Methane Bomb","Метановая бомба"
jz_MethaneTankBombDesc,"A old propane tank filled with methane. Place on the ground and shoot to cause a large explosion that does no damage to blocks.","Старый пропановый баллон, наполненный метаном. Положите на землю и стреляйте, чтобы вызвать большой взрыв, не повреждающий блоки."
plantedCropsGroupDesc,"Plant these seeds on soil or a Farm Plot to grow crops to harvest. Protect your crops from zombie and animals or they can be trampled and destroyed. Use the Watering Can to add Fertilizer to the planted seed to increase crop yield. The Watering Can can also be used to treat Insect Infestations with Insecticide and to water dry plants with Ounces of Dirty Water","Посадите эти семена в почву или на фермерский участок, чтобы вырастить урожай. Защитите свои посевы от зомби и животных, иначе они могут быть растоптаны и уничтожены. Используйте лейку, чтобы добавить удобрения к посеянным семенам, чтобы увеличить урожай. Лейку также можно использовать для лечения насекомых-инсектицидов и для полива сухих растений унциями грязной воды."
jz_RifleSkillTag,"Unlooted Corpse","Труп (не зачищено)"
jz_CharacterChoiceComputer,"Starting Options","Стартовые настройки"
jz_CharacterChoiceComputerDesc,"Immediately place on the ground and use to chose your players starting stats and knowledge.\n[f21b10]Traits do not stack, Don't buy two of the same[-]","Сразу же положите на землю и используйте для выбора начальных характеристик и знаний персонажа.\n[f21b10]Черты не складываются, не покупайте два одинаковых[-]"
jz_TrapWoodenSpikeStarter,"Spike Trap Starter","Основа ловушки с шипами"
setUpASpikeTrapDesc,"Place and upgrade with Sticks using a Stoneaxe to build a Spike Trap. Repair with Sticks.","Размещайте и улучшайте с помощью палок, используя каменный топор, чтобы построить ловушку с шипами. Ремонтируется палками."
jz_SteelSheetMetal,"Steel Sheet Metal","Стальной листовой металл"
jz_SteelSheetMetalDesc,"Thin Sheets of Steel used to upgrade Steel Frames","Тонкие листы стали, используемые для улучшения стальных рам"
jz_StorageSack,"Storage Sack","Мешок для хранения"
jz_StorageSackDesc,"A basic storage container with no lock","Базовый контейнер для хранения без замка"
jz_LogLarge,"Large Log","Большое бревно"
jz_LogSmall,"Small Log","Малое бревно"
jz_FlagstoneFrameBlock,"Flagstone Frame","Рамка из плитняка"
FlagstoneFrameGroupDesc,"Upgrade these Frames with Cobblestone using a Mason Hammer","Улучшите эти рамы булыжником с помощью молота каменщика."
BrickFrameGroupDesc,"Upgrade these Frames with Bricks using a Mason Hammer","Обновите эти рамы с помощью кирпичей с помощью молота каменщика."
